Geneid	Chr	Start	End	Strand	Length	R16	R17	R18	R19	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R30
fnrS	U00096.3	1409129	1409247	+	119	24	44	56	76	36	92	84	47	48	59	17	33	69	32	73
ynaL	U00096.3	1409308	1409481	+	174	37	25	32	28	7	22	21	29	23	32	11	14	28	11	37
dbpA	U00096.3	1409511	1410884	+	1374	110	142	112	135	94	226	197	151	162	139	53	44	87	48	55
ttcA	U00096.3	1411013	1411948	-	936	131	150	129	127	82	175	182	148	135	148	58	63	86	55	57
intR	U00096.3	1412000	1413235	-	1236	108	131	121	130	79	85	91	77	63	50	41	51	59	56	94
xisR	U00096.3	1413237	1413452	-	216	16	24	22	29	21	10	13	3	6	6	8	5	12	11	23
rcbA	U00096.3	1413531	1413740	-	210	13	10	11	10	6	5	2	1	5	2	2	0	4	2	0
ralA	U00096.3	1413556	1413734	+	179	13	10	11	9	5	5	2	1	5	2	2	0	4	1	0
ralR	U00096.3	1413733	1413927	-	195	12	5	7	9	6	1	1	1	3	1	1	0	3	2	0
recT	U00096.3	1413984	1414793	-	810	44	32	22	21	12	26	18	24	24	32	7	6	4	11	5
recE	U00096.3	1414786	1417386	-	2601	132	90	65	58	52	65	54	60	50	53	15	23	28	36	22
racC	U00096.3	1417488	1417763	-	276	15	9	12	11	15	7	9	7	4	5	3	4	2	5	5
ydaE	U00096.3	1417838	1418008	-	171	6	6	4	4	6	4	4	1	2	2	1	2	0	3	2
kilR	U00096.3	1418008	1418229	-	222	14	11	6	9	7	2	5	0	4	3	1	4	3	2	3
sieB	U00096.3	1418671	1419159	+	489	52	51	21	30	21	24	23	22	31	38	9	9	14	18	6
ydaF	U00096.3	1419156	1419311	-	156	16	16	11	9	11	8	10	5	6	5	4	4	5	9	0
ydaG	U00096.3	1419322	1419456	-	135	16	16	11	13	6	11	9	7	6	10	6	4	4	12	3
racR	U00096.3	1419765	1420241	-	477	246	334	297	264	162	233	187	243	206	212	148	171	148	146	128
ydaS	U00096.3	1420365	1420661	+	297	39	29	26	15	18	18	13	11	9	7	10	9	12	12	9
ydaT	U00096.3	1420684	1421106	+	423	26	17	13	7	15	3	9	2	2	3	7	8	3	5	10
ydaU	U00096.3	1421119	1421976	+	858	94	85	60	63	39	23	15	24	21	7	8	16	13	21	8
ydaV	U00096.3	1421983	1422729	+	747	45	69	36	39	34	11	10	15	6	7	4	11	13	17	8
ydaW	U00096.3	1422752	1423312	+	561	28	30	35	23	17	25	5	12	11	9	10	11	10	14	8
rzoR	U00096.3	1423400	1423585	+	186	12	6	9	13	4	1	4	2	2	4	0	1	0	5	1
trkG	U00096.3	1423782	1425239	+	1458	121	124	112	81	72	57	45	39	33	36	16	26	25	29	25
ynaK	U00096.3	1425377	1425640	+	264	17	15	9	13	6	8	5	1	7	1	0	4	4	3	5
ydaY	U00096.3	1425621	1425980	+	360	43	36	29	31	16	14	15	14	7	10	4	13	7	10	3
ynaA	U00096.3	1426454	1427482	+	1029	53	31	18	14	15	16	11	20	11	10	5	10	8	15	11
insH-5	U00096.3	1427746	1428726	-	981	62	95	57	64	38	72	32	57	50	78	14	16	25	28	36
stfR	U00096.3	1429049	1432411	+	3363	150	67	68	55	44	33	30	42	34	50	16	28	20	36	13
tfaR	U00096.3	1432411	1432986	+	576	45	40	17	20	14	14	11	7	14	9	8	5	4	13	2
pinR	U00096.3	1433084	1433674	-	591	152	166	165	138	70	57	84	39	51	28	15	28	23	10	9
ynaE	U00096.3	1433991	1434224	-	234	604	536	550	396	285	112	165	83	94	24	13	103	41	71	33
ynaM	U00096.3	1434293	1434406	-	114	366	418	433	352	205	131	188	99	121	37	36	120	90	108	46
uspF	U00096.3	1435185	1435619	-	435	103	155	113	157	93	70	86	94	76	125	73	89	80	86	61
ompN	U00096.3	1435760	1436893	-	1134	40	26	25	23	15	19	16	17	22	22	5	2	7	4	4
micC	U00096.3	1437121	1437229	+	109	19	32	22	22	7	10	13	9	11	6	1	3	3	4	4
ydbK	U00096.3	1437260	1440784	-	3525	856	1727	1087	1351	545	2594	2129	2508	2289	3461	214	323	323	462	654
ydbJ	U00096.3	1441058	1441324	+	267	63	93	60	71	49	92	35	81	53	130	60	44	38	46	52
hslJ	U00096.3	1441321	1441743	-	423	128	166	123	121	78	90	59	81	82	138	64	50	92	47	52
ldhA	U00096.3	1441854	1442843	-	990	82	62	62	66	30	61	42	63	54	93	61	36	39	31	30
ydbH	U00096.3	1443051	1445690	+	2640	121	110	96	80	62	96	59	71	95	79	34	44	58	41	35
ynbE	U00096.3	1445687	1445872	+	186	24	34	22	15	13	16	10	11	12	12	7	10	13	12	9
ydbL	U00096.3	1445880	1446206	+	327	93	98	91	53	45	45	25	31	30	43	20	26	19	22	21
feaR	U00096.3	1446378	1447283	-	906	144	228	152	216	94	57	34	89	38	141	108	79	106	76	45
feaB	U00096.3	1447519	1449018	+	1500	208	233	158	207	142	175	87	161	144	187	87	83	95	64	80
tynA	U00096.3	1449076	1451349	-	2274	93	96	41	47	48	32	32	39	33	39	20	25	29	25	12
paaZ	U00096.3	1451597	1453642	-	2046	55	27	23	21	22	20	12	7	7	16	5	8	15	11	6
paaA	U00096.3	1453927	1454856	+	930	30	15	12	17	21	5	3	4	8	3	5	6	7	4	5
paaB	U00096.3	1454868	1455155	+	288	18	5	5	11	6	5	1	0	2	1	2	6	5	2	2
paaC	U00096.3	1455164	1455910	+	747	20	19	7	13	16	8	3	4	7	7	3	13	4	7	4
paaD	U00096.3	1455925	1456422	+	498	23	14	7	15	10	3	5	7	6	5	4	5	12	7	4
paaE	U00096.3	1456430	1457500	+	1071	42	25	12	24	16	9	7	16	7	12	6	5	7	5	3
paaF	U00096.3	1457497	1458264	+	768	40	26	19	25	16	17	10	19	11	9	3	10	9	9	6
paaG	U00096.3	1458264	1459052	+	789	52	33	16	22	16	14	8	18	21	13	5	6	11	9	4
paaH	U00096.3	1459054	1460481	+	1428	61	46	33	44	35	41	22	26	41	30	5	13	16	18	10
paaI	U00096.3	1460471	1460893	+	423	23	24	13	21	11	15	9	18	19	14	2	6	5	9	7
paaJ	U00096.3	1460893	1462098	+	1206	174	347	194	329	124	104	58	171	93	137	113	84	131	96	118
paaK	U00096.3	1462125	1463438	+	1314	220	396	233	394	196	122	70	166	111	137	93	69	110	79	70
paaX	U00096.3	1463539	1464489	+	951	153	192	116	152	84	165	104	144	164	207	76	53	80	56	60
paaY	U00096.3	1464471	1465061	+	591	127	151	108	116	75	189	124	162	166	184	69	49	73	44	52
ynbG	U00096.3	1465165	1465230	-	66	13	1	1	1	2	0	0	0	0	0	0	0	0	2	0
insD-2	U00096.3	1467921	1468826	-	906	73	66	66	60	34	70	50	76	71	64	26	30	43	31	20
insC-2	U00096.3	1468784	1469149	-	366	31	41	34	23	14	41	28	44	40	33	11	18	24	16	24
insI-2	U00096.3	1469358	1470509	+	1152	90	107	104	72	62	76	53	42	42	40	27	36	39	31	31
pdxI	U00096.3	1474221	1475081	+	861	91	129	100	123	74	77	76	86	71	173	60	55	67	65	61
ydbD	U00096.3	1475144	1477450	+	2307	104	71	62	54	62	27	23	30	19	18	13	24	11	21	8
ynbA	U00096.3	1477621	1478226	+	606	16	7	4	4	10	1	2	2	0	0	1	3	1	4	0
ynbB	U00096.3	1478226	1479122	+	897	39	12	7	8	12	8	2	3	2	1	0	4	3	8	0
ynbC	U00096.3	1479138	1480895	+	1758	71	42	20	20	31	36	16	22	24	28	10	15	11	19	7
ynbD	U00096.3	1480909	1482201	+	1293	125	116	75	94	72	62	51	82	64	48	28	41	41	42	37
azoR	U00096.3	1482255	1482860	-	606	56	53	32	52	38	54	29	45	32	41	26	31	33	18	21
hrpA	U00096.3	1483061	1486963	+	3903	607	1149	831	890	606	2010	1430	1678	1783	1580	428	406	495	348	467
ydcF	U00096.3	1487235	1488035	+	801	88	125	93	100	44	113	94	120	94	124	50	70	88	49	49
aldA	U00096.3	1488232	1489671	+	1440	19710	33572	19517	30078	14614	2189	1278	5816	2601	6315	9215	7842	7784	6781	4448
cybB	U00096.3	1490902	1491432	+	531	143	213	135	200	107	142	95	113	94	101	79	76	107	56	46
rydC	U00096.3	1491443	1491506	-	64	82	130	79	97	62	58	43	43	36	22	19	24	29	24	19
ydcA	U00096.3	1491677	1491850	+	174	270	368	297	285	195	132	94	107	107	119	76	105	81	106	129
hokB	U00096.3	1491922	1492071	-	150	195	219	171	254	151	164	75	153	74	201	193	178	284	204	192
mokB	U00096.3	1491962	1492129	-	168	199	217	173	255	156	170	77	155	76	203	213	185	296	210	202
sokB	U00096.3	1492119	1492174	+	56	34	39	25	24	22	41	16	30	21	47	54	35	66	34	44
trg	U00096.3	1492470	1494110	+	1641	111	161	81	119	74	118	76	103	104	115	49	34	79	46	41
ydcI	U00096.3	1494148	1495071	-	924	306	620	422	507	297	356	186	384	267	400	337	301	341	242	211
ydcJ	U00096.3	1495288	1496631	+	1344	91	109	100	80	32	61	43	76	50	86	62	46	48	41	38
opgD	U00096.3	1496856	1498511	+	1656	331	537	367	390	257	623	385	490	527	649	178	176	210	146	167
ydcH	U00096.3	1498651	1498875	+	225	1607	3119	3508	2975	1665	3331	3719	4362	3862	7284	1892	2272	1768	3011	3076
rimL	U00096.3	1498938	1499477	+	540	228	272	250	210	130	112	78	117	83	140	69	76	91	82	53
ydcK	U00096.3	1499469	1500449	-	981	86	54	52	43	39	35	30	26	25	40	20	27	29	30	26
tehA	U00096.3	1500573	1501565	+	993	70	82	54	86	48	61	45	59	48	54	20	37	38	36	23
tehB	U00096.3	1501562	1502155	+	594	44	66	49	49	33	61	46	61	38	41	24	29	46	22	23
ydcL	U00096.3	1502457	1503125	+	669	316	404	327	347	162	186	157	229	186	250	105	111	96	96	95
insQ	U00096.3	1503717	1504865	+	1149	59	75	50	64	51	157	100	157	143	116	42	30	61	40	52
ydcO	U00096.3	1504905	1506080	-	1176	52	54	41	55	23	31	32	28	22	30	9	15	19	25	15
sutR	U00096.3	1506172	1506708	+	537	44	24	20	19	15	34	31	27	25	26	14	13	17	12	6
rlhA	U00096.3	1506781	1508742	+	1962	177	174	145	129	121	471	292	329	362	617	86	92	103	73	85
yncJ	U00096.3	1508834	1509064	-	231	98	215	177	142	83	352	179	516	333	1886	110	278	117	156	176
hicA	U00096.3	1509286	1509462	+	177	77	139	65	65	49	36	45	24	23	18	9	25	26	20	22
hicB	U00096.3	1509508	1509924	+	417	111	209	127	105	82	67	101	75	61	55	14	39	51	43	39
ydcR	U00096.3	1510003	1511409	+	1407	123	156	157	154	117	119	115	126	108	126	31	49	66	48	37
ydcS	U00096.3	1511654	1512799	+	1146	126	167	122	133	53	29	32	36	31	84	66	45	61	52	52
ydcT	U00096.3	1512817	1513830	+	1014	49	64	51	54	26	14	12	24	15	27	25	9	19	17	13
ydcU	U00096.3	1513831	1514772	+	942	44	61	43	38	25	14	13	27	19	23	24	17	25	21	14
ydcV	U00096.3	1514762	1515556	+	795	91	131	104	80	53	26	13	31	20	34	33	31	49	34	37
patD	U00096.3	1515578	1517002	+	1425	141	207	132	126	76	77	55	55	67	95	55	55	98	63	72
yncL	U00096.3	1517099	1517194	-	96	24	26	28	21	13	20	7	24	17	20	15	10	18	11	19
ortT	U00096.3	1517389	1517562	+	174	42	38	35	19	18	90	42	38	41	45	13	18	45	21	13
ydcY	U00096.3	1517648	1517881	+	234	52	77	52	64	42	97	45	71	62	82	34	33	32	21	28
ydcZ	U00096.3	1517882	1518331	-	450	49	88	60	80	51	85	54	69	61	64	37	24	23	20	34
mnaT	U00096.3	1518328	1518846	-	519	71	66	63	98	52	77	52	73	71	106	51	35	52	37	29
curA	U00096.3	1519027	1520064	+	1038	179	272	204	229	156	104	75	149	87	147	94	108	112	92	80
mcbR	U00096.3	1520262	1520927	+	666	76	68	60	41	24	15	16	20	14	18	12	10	9	18	10
yncD	U00096.3	1520963	1523065	-	2103	179	148	124	135	84	129	109	75	80	71	26	53	90	45	48
yncE	U00096.3	1523307	1524368	+	1062	122	171	131	140	110	105	127	92	94	61	104	86	125	64	41
ansP	U00096.3	1524481	1525980	-	1500	73	63	35	43	39	61	54	59	48	73	26	32	33	37	10
yncG	U00096.3	1526247	1526864	+	618	22	14	7	7	9	5	10	5	10	21	5	6	12	7	11
yncH	U00096.3	1526940	1527152	+	213	6	0	4	2	1	0	0	0	0	0	0	1	1	1	0
ydcD	U00096.3	1529922	1530404	+	483	353	383	298	288	181	24	26	17	15	15	5	14	7	11	9
yncO	U00096.3	1530319	1530504	-	186	323	342	260	267	164	19	21	10	11	11	3	10	4	5	8
ydcC	U00096.3	1531816	1532952	+	1137	51	19	15	17	18	15	14	8	8	8	1	5	7	10	2
pptA	U00096.3	1533052	1533285	+	234	29	44	44	37	30	45	18	38	34	53	46	45	39	32	27
yddH	U00096.3	1533282	1533851	-	570	49	60	49	55	41	41	15	34	32	59	44	50	42	38	27
nhoA	U00096.3	1534024	1534869	+	846	52	65	47	57	29	50	26	47	36	44	20	35	31	26	26
yddE	U00096.3	1534965	1535858	-	894	144	155	113	142	109	154	106	131	145	152	55	79	76	59	87
narV	U00096.3	1535937	1536617	-	681	52	21	18	16	18	20	15	15	18	26	5	9	6	16	13
narW	U00096.3	1536614	1537309	-	696	43	11	13	7	10	17	12	16	18	25	4	6	10	9	9
narY	U00096.3	1537309	1538853	-	1545	63	33	36	21	24	50	33	41	32	43	14	16	11	21	12
narZ	U00096.3	1538850	1542590	-	3741	172	103	58	77	56	62	60	76	57	78	24	35	56	51	28
narU	U00096.3	1542672	1544060	-	1389	69	28	41	23	25	20	16	24	17	33	10	7	18	12	10
yddK	U00096.3	1544758	1545714	-	957	25	8	7	9	11	2	2	2	1	0	0	3	0	11	1
yddL	U00096.3	1545738	1546028	-	291	9	1	6	2	4	0	1	1	1	2	1	0	1	0	2
yddG	U00096.3	1546288	1547169	-	882	30	11	13	16	17	19	12	21	20	15	16	11	12	6	11
fdnG	U00096.3	1547401	1550448	+	3048	125	86	77	84	82	124	63	87	108	108	27	23	39	32	25
fdnH	U00096.3	1550461	1551345	+	885	73	69	41	80	46	97	59	55	82	77	7	9	15	14	14
fdnI	U00096.3	1551338	1551991	+	654	55	69	53	67	33	73	62	61	71	60	11	18	16	9	16
yddM	U00096.3	1552398	1552682	-	285	131	188	122	134	96	118	111	187	173	249	83	102	102	74	87
adhP	U00096.3	1552828	1553838	-	1011	74	87	68	85	49	115	70	95	93	88	70	40	107	41	61
maeA	U00096.3	1553972	1555669	-	1698	484	913	575	678	424	982	680	971	723	757	375	464	528	337	314
sra	U00096.3	1555826	1555963	-	138	117	158	199	161	98	197	132	333	226	429	372	323	427	274	395
bdm	U00096.3	1556065	1556280	-	216	13	3	5	4	2	1	0	2	2	0	0	2	1	2	0
osmC	U00096.3	1556625	1557056	+	432	45	38	30	31	22	29	39	42	40	85	73	28	77	37	56
ddpF	U00096.3	1557112	1558038	-	927	61	76	46	40	48	36	20	32	33	40	17	18	31	27	11
ddpD	U00096.3	1558031	1559017	-	987	48	34	24	29	20	22	8	18	15	14	12	11	21	15	12
ddpC	U00096.3	1559014	1559910	-	897	57	39	31	37	18	30	11	35	24	26	16	13	32	30	12
ddpB	U00096.3	1559907	1560929	-	1023	44	22	23	30	19	20	9	28	17	19	15	14	34	19	10
ddpA	U00096.3	1560931	1562481	-	1551	91	88	63	73	47	44	23	46	34	33	41	36	53	27	16
ddpX	U00096.3	1562495	1563076	-	582	64	64	28	38	23	19	5	18	22	16	22	23	29	25	10
dosP	U00096.3	1563334	1565733	-	2400	99	74	48	54	39	28	22	28	20	17	19	16	18	33	18
dosC	U00096.3	1565758	1567140	-	1383	59	59	37	41	25	15	13	19	7	10	15	11	12	11	9
yddY	U00096.3	1567178	1567219	-	42	2	2	1	1	4	0	0	1	0	1	0	2	1	0	0
yddW	U00096.3	1567504	1568823	-	1320	75	80	70	54	33	218	137	191	171	275	20	11	25	26	46
gadC	U00096.3	1568954	1570489	-	1536	134	256	195	99	112	308	122	283	61	637	202	38	279	537	1306
gadB	U00096.3	1570645	1572045	-	1401	90	184	107	66	52	217	92	207	54	520	118	23	179	326	782
pqqL	U00096.3	1572407	1575202	-	2796	135	108	92	101	78	117	137	96	127	111	70	58	52	47	33
yddB	U00096.3	1575247	1577619	-	2373	109	75	48	57	70	30	75	30	35	32	30	32	26	26	11
yddA	U00096.3	1577657	1579342	-	1686	41	31	32	22	25	7	14	9	5	6	13	14	17	16	4
yneP	U00096.3	1579545	1579667	+	123	6	1	5	3	7	1	2	6	2	2	2	4	2	2	2
ydeM	U00096.3	1579633	1580790	-	1158	44	19	22	19	26	14	5	13	11	14	9	19	10	11	4
ydeN	U00096.3	1580842	1582524	-	1683	118	106	127	89	83	43	47	46	33	102	75	285	80	93	59
ydeO	U00096.3	1582926	1583687	-	762	17	14	4	9	9	2	2	1	1	1	3	4	4	4	2
safA	U00096.3	1583762	1583959	-	198	8	3	2	3	1	0	1	0	2	0	0	0	1	1	0
ydeP	U00096.3	1584207	1586486	-	2280	95	52	47	33	28	50	41	55	55	70	8	7	9	18	12
ydeQ	U00096.3	1586820	1587734	-	915	24	5	11	12	10	5	0	4	4	3	1	1	2	9	1
ydeR	U00096.3	1587793	1588296	-	504	39	8	12	8	11	2	3	0	3	0	1	2	3	2	1
ydeS	U00096.3	1588309	1588839	-	531	32	6	11	7	17	4	0	5	4	4	2	5	4	4	1
ydeT	U00096.3	1588853	1590001	-	1149	38	21	14	10	21	6	5	4	9	5	4	3	2	13	4
hipA	U00096.3	1590854	1592176	-	1323	62	45	37	44	29	36	16	32	29	33	11	13	17	14	17
hipB	U00096.3	1592176	1592442	-	267	11	11	11	19	8	7	10	9	6	6	3	6	2	2	4
lsrK	U00096.3	1598617	1600209	-	1593	109	109	94	84	73	68	84	83	76	79	46	38	48	50	52
lsrR	U00096.3	1600288	1601241	-	954	137	164	155	136	105	70	76	119	77	104	53	45	49	76	100
lsrA	U00096.3	1601490	1603025	+	1536	50	31	39	32	32	20	8	15	12	13	15	13	13	18	18
lsrC	U00096.3	1603019	1604047	+	1029	57	23	17	15	16	12	6	14	3	10	11	10	3	14	10
lsrD	U00096.3	1604047	1605039	+	993	35	23	21	19	13	14	8	14	10	11	8	6	6	12	19
lsrB	U00096.3	1605051	1606073	+	1023	53	37	44	46	40	18	8	36	16	15	14	13	27	27	37
lsrF	U00096.3	1606100	1606975	+	876	36	51	32	34	26	16	14	24	20	15	16	14	32	20	53
lsrG	U00096.3	1606999	1607289	+	291	16	31	37	16	20	9	9	13	7	9	10	9	16	12	15
tam	U00096.3	1607346	1608104	+	759	62	57	49	47	30	28	20	22	33	23	10	19	34	15	28
yneE	U00096.3	1608108	1609022	-	915	78	66	56	46	34	63	48	36	57	39	16	17	21	28	22
uxaB	U00096.3	1609229	1610680	-	1452	199	312	460	151	167	105	201	140	85	379	45	67	41	117	100
dgcF	U00096.3	1610907	1611854	-	948	74	77	62	53	52	77	55	83	87	89	35	44	55	33	48
yneG	U00096.3	1611966	1612325	-	360	98	90	98	80	56	99	103	99	110	94	60	45	59	58	54
glsB	U00096.3	1612325	1613251	-	927	137	165	115	147	86	217	144	139	161	160	66	80	118	89	109
sad	U00096.3	1613315	1614703	-	1389	120	178	135	178	111	269	178	273	193	312	209	217	430	349	390
yneJ	U00096.3	1614804	1615685	+	882	26	34	20	28	29	25	29	25	29	34	19	11	18	19	13
yneK	U00096.3	1615763	1616878	+	1116	51	15	14	12	24	15	9	4	12	6	3	6	6	10	4
ydeA	U00096.3	1617028	1618218	+	1191	111	94	55	72	47	95	88	50	76	64	12	30	32	19	32
marC	U00096.3	1618243	1618908	-	666	60	63	67	49	38	78	49	68	60	102	51	29	60	37	36
marR	U00096.3	1619120	1619554	+	435	49	69	43	40	19	44	69	28	37	32	12	27	24	20	16
marA	U00096.3	1619574	1619957	+	384	64	90	79	61	34	89	145	58	65	55	21	29	68	33	31
marB	U00096.3	1619989	1620207	+	219	38	31	31	57	12	18	34	23	26	16	12	13	14	10	14
eamA	U00096.3	1620238	1621137	-	900	314	496	305	512	251	177	155	153	153	119	108	107	125	105	109
ydeE	U00096.3	1621332	1622519	+	1188	73	98	74	106	57	50	47	45	53	29	37	28	49	37	28
mgtS	U00096.3	1622646	1622741	+	96	200	570	225	508	150	1872	513	2087	2376	3371	918	870	730	577	488
mgrR	U00096.3	1622817	1622914	-	98	32	38	36	26	15	137	84	107	114	184	31	37	38	25	12
dgcZ	U00096.3	1622960	1623850	-	891	210	283	280	167	96	759	514	632	548	1025	86	304	185	190	101
ydeI	U00096.3	1624105	1624497	-	393	25	12	12	15	9	6	9	8	5	13	6	10	11	3	6
ydeJ	U00096.3	1624773	1625291	+	519	25	18	21	16	9	15	8	10	9	14	5	6	9	5	3
dcp	U00096.3	1625335	1627380	-	2046	317	485	333	414	225	355	248	325	273	272	163	205	255	140	148
ydfG	U00096.3	1627517	1628263	+	747	109	170	113	140	85	237	168	289	191	322	217	161	206	119	140
ydfH	U00096.3	1628352	1629038	+	687	151	226	164	159	94	391	283	374	340	436	68	87	125	101	130
ydfZ	U00096.3	1629215	1629418	+	204	38	38	53	35	32	67	79	71	87	145	11	9	21	18	27
ydfI	U00096.3	1629453	1630913	-	1461	50	40	30	28	24	32	19	26	32	32	6	9	11	16	6
ydfJ	U00096.3	1631002	1632285	-	1284	44	26	15	22	16	21	16	7	12	13	3	5	9	13	6
ynfT	U00096.3	1632890	1633003	+	114	292	435	460	371	232	154	215	121	160	31	30	124	52	110	78
ydfK	U00096.3	1633072	1633305	+	234	494	458	479	346	240	103	143	101	76	26	18	72	36	87	37
pinQ	U00096.3	1633622	1634212	+	591	125	157	128	96	71	53	97	44	54	23	13	32	27	19	12
tfaQ	U00096.3	1634310	1634885	-	576	29	33	22	16	19	12	12	9	11	5	4	9	10	12	7
ydfN	U00096.3	1634885	1635847	-	963	38	29	25	23	24	9	9	13	13	13	8	8	5	12	7
nohA	U00096.3	1635798	1636367	-	570	24	10	8	7	9	9	1	6	11	8	2	8	4	11	3
ynfO	U00096.3	1636756	1636989	+	234	15	2	4	5	4	1	3	7	2	1	2	2	1	2	1
ydfO	U00096.3	1637047	1637457	+	411	34	33	36	29	32	23	35	22	17	12	5	14	11	5	1
gnsB	U00096.3	1637609	1637782	-	174	652	912	612	1004	448	156	102	93	66	106	75	146	102	88	68
ynfN	U00096.3	1637954	1638109	-	156	12	19	12	14	6	6	5	12	8	7	0	2	1	3	1
ynfR	U00096.3	1638188	1638253	-	66	9	14	4	3	7	11	1	10	5	7	0	3	3	3	5
ynfQ	U00096.3	1638256	1638444	-	189	154	245	156	214	145	172	83	170	126	271	65	86	75	48	59
cspI	U00096.3	1638455	1638667	-	213	311	523	391	458	318	367	247	415	321	601	122	149	171	112	153
rzpQ	U00096.3	1639030	1639527	-	498	24	15	13	18	14	14	18	13	17	7	2	2	5	6	6
rzoQ	U00096.3	1639080	1639334	-	255	13	7	8	8	9	11	6	7	10	6	1	0	3	5	1
rrrQ	U00096.3	1639524	1640057	-	534	24	27	21	21	16	26	29	9	17	6	3	5	5	7	0
ydfR	U00096.3	1640054	1640365	-	312	16	16	17	22	18	20	21	11	5	6	5	4	6	6	0
essQ	U00096.3	1640370	1640585	-	216	20	10	12	13	11	15	20	12	8	3	6	5	7	0	3
cspB	U00096.3	1641339	1641554	-	216	1578	3489	2388	3080	2479	2900	2615	1868	1987	2081	1100	938	988	888	1072
cspF	U00096.3	1641855	1642067	+	213	109	140	111	109	69	116	71	44	52	37	16	18	35	25	14
ynfS	U00096.3	1642122	1642211	+	90	131	134	109	104	57	54	54	54	45	26	21	23	17	28	21
ydfT	U00096.3	1642489	1643241	-	753	76	130	98	119	78	71	64	65	70	64	39	43	33	34	31
ydfU	U00096.3	1643255	1644304	-	1050	41	16	21	23	16	22	23	9	21	21	7	5	11	13	4
rem	U00096.3	1644651	1644902	-	252	22	24	18	24	19	18	12	11	11	12	6	9	3	4	4
hokD	U00096.3	1645119	1645274	-	156	28	55	53	55	33	53	90	59	55	137	39	28	49	41	34
relE	U00096.3	1645346	1645633	-	288	84	162	128	133	76	115	111	142	157	270	67	53	84	100	87
relB	U00096.3	1645633	1645872	-	240	49	91	64	88	44	93	77	96	114	143	44	32	55	57	55
ydfV	U00096.3	1645897	1646202	+	306	34	50	40	53	22	71	47	50	59	57	9	17	16	17	10
flxA	U00096.3	1646405	1646737	+	333	93	106	86	105	98	24	20	18	11	11	6	18	7	11	5
ydfW	U00096.3	1647174	1647323	-	150	5	8	3	5	6	3	5	6	4	3	2	4	3	1	3
ydfX	U00096.3	1647346	1647636	-	291	18	3	7	4	11	1	1	4	2	2	0	7	2	5	1
dicC	U00096.3	1647620	1647850	-	231	19	2	6	2	8	0	1	2	1	3	0	6	0	2	2
dicA	U00096.3	1647934	1648341	+	408	190	253	247	226	127	138	127	136	121	135	103	147	130	145	99
ydfA	U00096.3	1648508	1648663	+	156	7	6	3	8	10	3	3	3	3	4	3	2	1	5	2
ydfB	U00096.3	1648665	1648793	+	129	9	14	10	14	9	6	6	6	6	7	4	2	5	7	5
ydfC	U00096.3	1648823	1649041	+	219	25	12	6	14	8	10	6	19	9	10	12	6	12	3	7
dicF	U00096.3	1649382	1649434	+	53	4	2	2	4	3	3	7	10	5	15	3	0	2	3	5
dicB	U00096.3	1649609	1649797	+	189	9	13	6	10	4	1	9	2	1	2	1	1	1	2	2
ydfD	U00096.3	1649794	1649985	+	192	6	8	2	3	2	0	1	1	0	2	0	0	1	3	0
ynfP	U00096.3	1652728	1652838	-	111	3	2	3	3	2	0	0	0	0	0	2	1	0	1	0
rspB	U00096.3	1652896	1653915	-	1020	62	50	33	34	25	33	13	17	13	22	18	16	11	16	12
rspA	U00096.3	1653927	1655141	-	1215	57	32	38	21	28	14	22	18	13	23	10	7	14	12	5
ynfA	U00096.3	1655347	1655673	-	327	36	32	26	39	9	26	30	33	17	20	15	20	19	12	7
ynfB	U00096.3	1655808	1656149	+	342	160	260	197	190	110	163	130	151	159	168	109	105	104	87	71
speG	U00096.3	1656184	1656744	+	561	123	176	126	148	100	112	73	114	97	119	57	59	72	36	47
ynfC	U00096.3	1656747	1657457	-	711	74	79	62	61	35	43	30	39	30	54	33	29	38	35	29
ynfD	U00096.3	1657565	1657870	+	306	45	73	78	46	42	88	68	87	101	184	64	116	81	72	56
ynfE	U00096.3	1658069	1660495	+	2427	232	531	439	311	266	605	553	588	583	522	63	47	47	57	157
ynfF	U00096.3	1660556	1662979	+	2424	242	470	377	236	247	690	594	704	700	723	74	39	51	46	188
ynfG	U00096.3	1662990	1663607	+	618	52	90	81	56	43	175	157	180	194	206	17	16	7	12	64
ynfH	U00096.3	1663609	1664463	+	855	153	318	255	252	166	712	637	711	717	748	194	206	201	181	253
dmsD	U00096.3	1664506	1665120	+	615	129	221	157	171	99	357	303	374	339	435	176	153	163	160	157
clcB	U00096.3	1665315	1666571	+	1257	81	92	65	57	38	128	128	115	161	173	14	19	19	20	27
ynfK	U00096.3	1666524	1667219	-	696	255	485	319	316	170	688	831	721	851	763	44	72	61	70	150
mlc	U00096.3	1667344	1668564	-	1221	169	209	177	166	99	182	125	170	145	175	99	70	105	90	60
ynfL	U00096.3	1668699	1669592	-	894	43	12	25	24	19	16	9	24	12	12	8	11	10	13	4
ynfM	U00096.3	1669699	1670952	+	1254	86	69	45	43	55	39	44	28	46	50	15	18	19	31	17
asr	U00096.3	1671376	1671684	+	309	23	28	27	22	10	13	8	7	13	11	9	17	8	13	6
ydgU	U00096.3	1671777	1671860	+	84	5	13	8	11	7	6	5	3	7	4	3	2	0	3	3
ydgD	U00096.3	1671960	1672781	+	822	112	130	104	103	59	131	119	109	112	175	50	56	70	56	63
