Geneid	Chr	Start	End	Strand	Length	R76	R77	R78	R79	R80	R81	R82	R83	R84	R85	R86	R87	R88	R89	R90
sieB	U00096.3	1418671	1419159	+	489	5	8	6	21	4	3	1	5	14	6	6	8	7	5	1
ydaF	U00096.3	1419156	1419311	-	156	2	2	1	4	0	1	2	1	2	0	1	1	4	4	1
ydaG	U00096.3	1419322	1419456	-	135	4	0	1	5	0	2	3	1	2	4	0	0	5	7	1
racR	U00096.3	1419765	1420241	-	477	29	27	21	27	41	19	39	35	46	40	40	25	47	69	21
ydaS	U00096.3	1420365	1420661	+	297	2	2	2	8	3	2	4	4	3	5	3	5	4	6	4
ydaT	U00096.3	1420684	1421106	+	423	2	3	2	7	3	3	5	4	1	1	1	2	4	5	3
ydaU	U00096.3	1421119	1421976	+	858	9	11	8	16	16	12	10	16	15	12	15	9	12	19	10
ydaV	U00096.3	1421983	1422729	+	747	6	10	3	17	10	6	12	18	5	2	10	11	2	8	12
ydaW	U00096.3	1422752	1423312	+	561	6	8	4	14	5	4	4	4	6	2	6	6	3	4	3
rzoR	U00096.3	1423400	1423585	+	186	0	0	0	1	1	1	2	0	5	0	2	5	0	7	4
trkG	U00096.3	1423782	1425239	+	1458	16	8	12	27	14	11	20	24	26	18	6	18	26	24	17
ynaK	U00096.3	1425377	1425640	+	264	1	1	0	3	2	0	6	1	7	0	2	2	0	2	2
ydaY	U00096.3	1425621	1425980	+	360	4	2	3	9	3	3	5	6	12	1	3	4	3	2	2
ynaA	U00096.3	1426454	1427482	+	1029	2	6	4	16	5	4	9	6	6	2	6	8	2	6	2
insH-5	U00096.3	1427746	1428726	-	981	14	6	5	26	8	9	21	10	12	15	13	12	19	37	15
stfR	U00096.3	1429049	1432411	+	3363	9	10	7	57	8	10	29	24	20	17	21	25	29	18	14
tfaR	U00096.3	1432411	1432986	+	576	2	1	3	8	3	5	6	3	6	7	8	2	4	1	3
pinR	U00096.3	1433084	1433674	-	591	4	2	4	18	7	6	7	2	10	8	3	9	1	5	6
ynaE	U00096.3	1433991	1434224	-	234	7	2	2	11	8	6	9	10	9	14	5	9	10	8	4
ynaM	U00096.3	1434293	1434406	-	114	2	5	0	9	11	3	6	7	5	8	4	3	4	10	3
uspF	U00096.3	1435185	1435619	-	435	14	19	19	30	17	19	20	30	22	33	26	27	22	33	17
ompN	U00096.3	1435760	1436893	-	1134	1	6	8	18	2	3	6	7	9	5	7	3	6	3	5
micC	U00096.3	1437121	1437229	+	109	12	10	4	9	6	5	9	4	9	7	12	7	9	5	8
ydbK	U00096.3	1437260	1440784	-	3525	745	569	371	366	707	510	643	538	678	1009	1195	440	875	1113	520
ydbJ	U00096.3	1441058	1441324	+	267	11	17	6	24	19	17	13	16	21	17	25	12	12	12	10
hslJ	U00096.3	1441321	1441743	-	423	17	35	15	21	24	18	20	26	26	33	42	26	21	39	22
ldhA	U00096.3	1441854	1442843	-	990	10	12	18	16	8	7	22	18	12	13	22	4	14	21	11
ydbH	U00096.3	1443051	1445690	+	2640	16	17	19	39	10	11	30	32	23	21	30	22	34	27	24
ynbE	U00096.3	1445687	1445872	+	186	3	3	0	10	3	1	2	8	7	1	2	3	5	5	1
ydbL	U00096.3	1445880	1446206	+	327	13	1	5	11	10	3	9	10	20	3	7	5	12	17	10
feaR	U00096.3	1446378	1447283	-	906	41	25	19	30	45	7	13	18	24	16	39	10	11	60	9
feaB	U00096.3	1447519	1449018	+	1500	25	34	23	42	20	27	30	55	47	36	36	31	36	53	32
tynA	U00096.3	1449076	1451349	-	2274	9	9	6	43	10	13	18	18	11	8	10	14	14	15	18
paaZ	U00096.3	1451597	1453642	-	2046	4	5	6	20	7	12	11	6	9	11	4	9	6	3	7
paaA	U00096.3	1453927	1454856	+	930	1	3	2	7	2	4	7	7	2	2	4	3	4	2	6
paaB	U00096.3	1454868	1455155	+	288	0	0	2	4	2	0	2	3	1	1	1	1	3	2	0
paaC	U00096.3	1455164	1455910	+	747	1	1	3	7	11	2	4	3	4	3	7	7	6	8	4
paaD	U00096.3	1455925	1456422	+	498	1	3	2	4	1	3	4	6	1	2	4	7	4	4	2
paaE	U00096.3	1456430	1457500	+	1071	2	2	4	12	1	3	9	6	4	3	4	6	7	8	8
paaF	U00096.3	1457497	1458264	+	768	4	1	6	8	4	2	3	5	8	6	9	4	7	6	11
paaG	U00096.3	1458264	1459052	+	789	9	3	7	10	3	9	2	8	7	3	18	5	12	18	7
paaH	U00096.3	1459054	1460481	+	1428	3	7	10	10	9	5	10	18	7	5	13	10	10	15	8
paaI	U00096.3	1460471	1460893	+	423	3	2	0	3	3	0	4	4	7	4	5	3	4	3	4
paaJ	U00096.3	1460893	1462098	+	1206	43	51	43	43	39	16	32	41	23	49	69	24	34	99	26
paaK	U00096.3	1462125	1463438	+	1314	47	54	45	49	65	13	38	40	22	42	82	31	46	104	28
paaX	U00096.3	1463539	1464489	+	951	18	20	16	26	28	26	29	29	25	25	39	19	21	34	19
paaY	U00096.3	1464471	1465061	+	591	22	15	11	16	31	14	19	19	14	26	44	19	28	55	13
ynbG	U00096.3	1465165	1465230	-	66	0	0	0	5	0	2	0	0	0	0	0	0	0	0	1
insD-2	U00096.3	1467921	1468826	-	906	9	14	12	19	10	8	12	13	15	18	19	6	13	23	8
insC-2	U00096.3	1468784	1469149	-	366	10	4	4	4	5	3	6	7	7	12	7	6	10	13	3
insI-2	U00096.3	1469358	1470509	+	1152	7	13	13	36	16	9	21	19	21	21	18	19	20	28	10
pdxI	U00096.3	1474221	1475081	+	861	21	18	13	29	15	9	19	27	25	9	23	10	31	32	20
ydbD	U00096.3	1475144	1477450	+	2307	5	4	5	38	8	7	15	9	14	9	7	9	16	7	15
ynbA	U00096.3	1477621	1478226	+	606	2	0	1	1	2	0	7	1	1	2	0	2	2	4	4
ynbB	U00096.3	1478226	1479122	+	897	1	1	2	14	1	1	11	2	2	3	1	4	7	5	4
ynbC	U00096.3	1479138	1480895	+	1758	1	9	2	38	2	7	11	9	11	5	4	6	11	9	3
ynbD	U00096.3	1480909	1482201	+	1293	18	22	10	36	20	19	39	26	18	29	33	31	31	44	29
azoR	U00096.3	1482255	1482860	-	606	14	5	4	11	7	10	23	13	12	16	22	17	11	22	7
hrpA	U00096.3	1483061	1486963	+	3903	186	182	137	149	201	161	264	192	256	303	381	127	314	421	214
ydcF	U00096.3	1487235	1488035	+	801	12	12	15	17	16	13	18	26	18	41	29	23	23	32	19
aldA	U00096.3	1488232	1489671	+	1440	6821	6479	4334	5893	9648	1373	3662	4506	2638	4468	9869	2936	2811	9350	1784
cybB	U00096.3	1490902	1491432	+	531	40	23	21	23	43	35	27	42	41	38	37	22	45	42	26
rydC	U00096.3	1491443	1491506	-	64	14	10	13	10	25	14	17	14	19	18	11	14	25	16	13
ydcA	U00096.3	1491677	1491850	+	174	40	27	27	49	55	35	75	50	65	24	50	47	59	55	42
hokB	U00096.3	1491922	1492071	-	150	53	27	26	52	51	41	58	57	60	40	70	33	76	115	29
mokB	U00096.3	1491962	1492129	-	168	53	30	29	53	55	41	57	59	61	48	73	30	78	121	33
sokB	U00096.3	1492119	1492174	+	56	5	7	4	10	6	4	12	9	13	15	14	2	5	19	10
trg	U00096.3	1492470	1494110	+	1641	20	18	8	54	30	8	26	27	18	23	22	16	20	52	10
ydcI	U00096.3	1494148	1495071	-	924	79	78	64	67	92	51	63	84	72	70	99	56	49	116	40
ydcJ	U00096.3	1495288	1496631	+	1344	37	41	26	24	35	6	17	15	15	17	23	19	11	18	11
opgD	U00096.3	1496856	1498511	+	1656	89	74	68	78	76	71	82	108	123	101	111	80	108	149	75
ydcH	U00096.3	1498651	1498875	+	225	420	324	247	319	464	325	514	447	597	700	803	228	503	900	292
rimL	U00096.3	1498938	1499477	+	540	32	30	18	35	44	22	29	24	19	28	47	31	32	44	20
ydcK	U00096.3	1499469	1500449	-	981	17	13	12	19	10	9	8	15	13	9	15	18	12	14	7
tehA	U00096.3	1500573	1501565	+	993	12	4	14	26	14	14	14	14	20	24	20	10	26	21	16
tehB	U00096.3	1501562	1502155	+	594	11	11	9	18	12	10	12	11	27	17	14	6	19	12	17
ydcL	U00096.3	1502457	1503125	+	669	81	62	36	53	71	33	70	57	83	55	82	50	54	95	45
insQ	U00096.3	1503717	1504865	+	1149	16	17	4	23	12	21	21	24	25	20	23	11	15	31	10
ydcO	U00096.3	1504905	1506080	-	1176	6	7	4	12	5	9	7	12	13	6	8	5	9	19	9
sutR	U00096.3	1506172	1506708	+	537	3	4	5	5	2	6	7	4	5	9	6	4	7	8	2
rlhA	U00096.3	1506781	1508742	+	1962	25	48	34	52	31	54	53	55	72	72	43	41	78	80	62
yncJ	U00096.3	1508834	1509064	-	231	84	44	15	56	52	95	99	48	99	95	54	30	33	74	40
hicA	U00096.3	1509286	1509462	+	177	11	13	8	19	13	7	13	16	6	10	7	8	10	12	7
hicB	U00096.3	1509508	1509924	+	417	25	22	7	23	22	12	26	27	21	12	17	15	18	27	13
ydcR	U00096.3	1510003	1511409	+	1407	24	22	20	33	23	26	22	27	22	32	35	33	38	34	22
ydcS	U00096.3	1511654	1512799	+	1146	57	49	45	46	60	11	18	26	31	22	45	12	18	30	10
ydcT	U00096.3	1512817	1513830	+	1014	3	18	13	18	8	6	4	12	12	5	32	4	6	10	8
ydcU	U00096.3	1513831	1514772	+	942	8	12	18	16	12	2	6	9	7	10	15	3	2	3	6
ydcV	U00096.3	1514762	1515556	+	795	37	26	32	32	41	8	13	14	14	9	27	9	10	12	17
patD	U00096.3	1515578	1517002	+	1425	48	31	35	45	62	8	15	23	27	22	40	20	20	24	24
yncL	U00096.3	1517099	1517194	-	96	4	6	9	6	9	7	9	7	6	5	11	4	9	14	4
ortT	U00096.3	1517389	1517562	+	174	6	5	8	9	10	2	9	11	6	8	9	8	7	9	4
ydcY	U00096.3	1517648	1517881	+	234	13	20	6	12	9	8	15	23	17	23	27	5	24	30	5
ydcZ	U00096.3	1517882	1518331	-	450	13	13	5	5	10	9	13	22	17	32	30	11	13	35	6
mnaT	U00096.3	1518328	1518846	-	519	12	9	9	13	17	10	14	19	20	24	32	15	18	25	8
curA	U00096.3	1519027	1520064	+	1038	63	68	55	77	60	21	50	54	34	49	69	35	40	75	38
mcbR	U00096.3	1520262	1520927	+	666	12	10	11	9	4	6	4	7	5	7	6	4	6	4	6
yncD	U00096.3	1520963	1523065	-	2103	39	30	24	42	32	20	43	32	30	21	22	37	58	47	56
yncE	U00096.3	1523307	1524368	+	1062	45	67	35	35	37	27	18	25	21	31	33	15	17	48	14
ansP	U00096.3	1524481	1525980	-	1500	12	10	13	26	8	17	17	17	24	14	6	13	19	34	12
yncG	U00096.3	1526247	1526864	+	618	5	4	2	11	6	1	5	5	5	2	8	6	2	2	2
yncH	U00096.3	1526940	1527152	+	213	0	0	0	2	0	4	1	1	2	0	0	1	2	0	1
ydcD	U00096.3	1529922	1530404	+	483	25	6	7	43	25	12	25	28	40	17	11	21	19	13	22
yncO	U00096.3	1530319	1530504	-	186	24	6	6	37	20	9	26	22	35	14	11	19	17	12	20
ydcC	U00096.3	1531816	1532952	+	1137	2	5	5	19	4	6	4	6	8	2	3	11	1	2	3
pptA	U00096.3	1533052	1533285	+	234	6	7	6	12	4	6	4	10	5	9	15	7	3	18	5
yddH	U00096.3	1533282	1533851	-	570	11	6	11	13	4	8	4	12	9	9	11	4	6	14	8
nhoA	U00096.3	1534024	1534869	+	846	28	11	13	24	13	15	8	16	26	22	23	14	12	25	20
yddE	U00096.3	1534965	1535858	-	894	39	19	15	34	32	25	43	41	45	40	33	26	55	63	37
narV	U00096.3	1535937	1536617	-	681	4	2	1	13	1	6	3	8	5	4	4	7	7	6	8
narW	U00096.3	1536614	1537309	-	696	2	1	1	5	6	1	1	9	4	6	5	6	8	9	5
narY	U00096.3	1537309	1538853	-	1545	9	7	7	21	7	5	10	22	11	7	11	15	12	10	5
narZ	U00096.3	1538850	1542590	-	3741	22	20	17	63	20	24	33	20	38	21	26	35	21	27	35
narU	U00096.3	1542672	1544060	-	1389	4	2	4	25	9	15	6	12	6	7	9	8	4	6	10
yddK	U00096.3	1544758	1545714	-	957	0	0	4	10	3	0	1	1	1	3	1	6	0	1	3
yddL	U00096.3	1545738	1546028	-	291	0	2	1	7	0	1	3	0	2	1	2	4	0	1	1
yddG	U00096.3	1546288	1547169	-	882	3	5	3	9	6	2	6	8	5	6	3	6	4	5	2
fdnG	U00096.3	1547401	1550448	+	3048	7	9	14	45	15	19	28	37	22	29	25	32	23	30	22
fdnH	U00096.3	1550461	1551345	+	885	1	16	7	20	13	7	20	8	13	12	23	11	13	13	14
fdnI	U00096.3	1551338	1551991	+	654	4	9	6	7	4	5	17	13	11	10	13	9	12	15	8
yddM	U00096.3	1552398	1552682	-	285	21	15	8	24	29	13	18	26	34	40	37	24	24	37	32
adhP	U00096.3	1552828	1553838	-	1011	24	34	16	20	28	18	24	11	11	26	25	25	25	45	24
maeA	U00096.3	1553972	1555669	-	1698	196	206	146	112	249	99	250	178	194	356	408	173	271	507	148
sra	U00096.3	1555826	1555963	-	138	91	101	96	91	78	30	38	59	49	65	85	33	32	67	35
bdm	U00096.3	1556065	1556280	-	216	0	0	1	4	0	1	3	1	2	0	0	1	2	1	1
osmC	U00096.3	1556625	1557056	+	432	26	14	15	16	15	9	8	7	10	16	16	8	10	22	12
ddpF	U00096.3	1557112	1558038	-	927	9	11	5	27	9	12	16	5	7	11	12	8	15	21	14
ddpD	U00096.3	1558031	1559017	-	987	6	4	3	11	6	7	5	3	6	5	6	5	5	6	4
ddpC	U00096.3	1559014	1559910	-	897	11	2	6	19	7	6	8	9	10	11	5	2	10	5	3
ddpB	U00096.3	1559907	1560929	-	1023	10	6	9	12	9	7	7	6	5	4	8	7	11	7	6
ddpA	U00096.3	1560931	1562481	-	1551	19	33	14	39	27	9	7	12	12	8	20	18	13	30	13
ddpX	U00096.3	1562495	1563076	-	582	8	9	9	16	8	2	2	9	13	9	6	5	0	9	3
dosP	U00096.3	1563334	1565733	-	2400	12	12	5	33	10	10	18	17	15	10	9	16	11	14	13
dosC	U00096.3	1565758	1567140	-	1383	3	8	6	20	6	6	12	9	7	7	9	7	11	10	16
yddY	U00096.3	1567178	1567219	-	42	0	1	1	1	1	1	0	1	2	0	1	1	0	0	1
yddW	U00096.3	1567504	1568823	-	1320	8	13	13	23	13	23	33	12	26	29	31	12	30	32	12
gadC	U00096.3	1568954	1570489	-	1536	127	120	128	117	134	243	302	164	160	246	597	278	390	447	200
gadB	U00096.3	1570645	1572045	-	1401	89	86	95	69	114	159	174	140	87	220	499	176	258	366	146
pqqL	U00096.3	1572407	1575202	-	2796	30	14	18	54	28	25	32	38	46	18	29	27	31	54	21
yddB	U00096.3	1575247	1577619	-	2373	17	15	8	46	19	18	33	24	25	11	15	46	11	43	21
yddA	U00096.3	1577657	1579342	-	1686	5	10	14	24	6	2	12	12	18	2	7	14	8	12	10
yneP	U00096.3	1579545	1579667	+	123	0	0	2	1	2	1	1	1	1	0	3	2	3	0	0
ydeM	U00096.3	1579633	1580790	-	1158	1	0	2	10	5	3	5	3	2	1	6	6	6	3	4
ydeN	U00096.3	1580842	1582524	-	1683	7	11	10	26	11	5	11	11	15	6	15	8	14	13	18
ydeO	U00096.3	1582926	1583687	-	762	2	0	0	11	0	3	7	3	1	2	3	6	5	1	3
safA	U00096.3	1583762	1583959	-	198	0	0	0	2	3	1	0	0	0	0	0	4	1	2	0
ydeP	U00096.3	1584207	1586486	-	2280	7	4	7	38	10	7	19	10	9	11	12	9	15	13	13
ydeQ	U00096.3	1586820	1587734	-	915	1	0	1	16	4	5	3	1	6	1	1	3	9	2	1
ydeR	U00096.3	1587793	1588296	-	504	3	0	0	13	0	2	0	2	3	2	3	3	4	0	3
ydeS	U00096.3	1588309	1588839	-	531	0	1	5	18	2	1	4	1	6	0	3	9	4	0	7
ydeT	U00096.3	1588853	1590001	-	1149	2	1	4	14	0	3	5	7	11	2	7	4	2	3	9
hipA	U00096.3	1590854	1592176	-	1323	5	7	7	29	10	9	9	6	7	6	9	21	14	9	15
hipB	U00096.3	1592176	1592442	-	267	1	3	0	4	7	2	5	3	0	4	2	9	4	7	3
lsrK	U00096.3	1598617	1600209	-	1593	17	11	10	31	13	14	24	22	26	25	35	24	26	47	19
lsrR	U00096.3	1600288	1601241	-	954	25	17	16	21	23	36	41	47	19	61	55	27	58	78	41
lsrA	U00096.3	1601490	1603025	+	1536	6	10	5	20	8	9	12	7	16	9	17	11	19	24	12
lsrC	U00096.3	1603019	1604047	+	1029	1	4	2	15	5	4	10	5	12	5	8	10	6	10	6
lsrD	U00096.3	1604047	1605039	+	993	3	6	5	12	1	5	7	9	10	7	6	7	11	11	7
lsrB	U00096.3	1605051	1606073	+	1023	3	6	2	21	14	7	12	12	5	6	9	9	11	22	9
lsrF	U00096.3	1606100	1606975	+	876	6	7	4	9	6	3	11	13	8	8	15	7	10	17	7
lsrG	U00096.3	1606999	1607289	+	291	1	6	1	4	1	1	7	3	4	3	5	2	3	6	3
tam	U00096.3	1607346	1608104	+	759	13	10	9	13	8	13	15	13	18	8	13	7	11	16	8
yneE	U00096.3	1608108	1609022	-	915	10	9	6	18	14	8	13	16	14	9	14	13	19	18	4
uxaB	U00096.3	1609229	1610680	-	1452	22	11	8	28	27	31	33	57	38	26	60	18	20	90	27
dgcF	U00096.3	1610907	1611854	-	948	6	4	4	16	14	8	7	10	12	16	15	13	19	25	9
yneG	U00096.3	1611966	1612325	-	360	10	10	6	6	10	16	16	17	23	20	11	13	20	31	5
glsB	U00096.3	1612325	1613251	-	927	14	22	10	28	25	20	29	43	24	36	37	14	41	46	36
sad	U00096.3	1613315	1614703	-	1389	37	28	21	28	27	20	35	30	37	52	50	36	52	69	22
yneJ	U00096.3	1614804	1615685	+	882	7	4	4	13	5	2	14	7	9	7	8	9	5	4	8
yneK	U00096.3	1615763	1616878	+	1116	2	5	5	12	7	9	3	6	3	3	1	8	6	9	6
ydeA	U00096.3	1617028	1618218	+	1191	7	16	9	23	9	13	22	26	34	21	23	16	36	20	39
marC	U00096.3	1618243	1618908	-	666	7	12	10	6	10	12	17	9	20	15	28	14	27	26	15
marR	U00096.3	1619120	1619554	+	435	13	10	5	5	8	6	13	8	17	12	9	7	8	13	14
marA	U00096.3	1619574	1619957	+	384	12	18	21	17	21	20	20	20	28	19	25	22	26	30	28
marB	U00096.3	1619989	1620207	+	219	5	6	8	7	8	6	8	6	9	14	9	7	12	9	7
eamA	U00096.3	1620238	1621137	-	900	97	78	70	76	109	80	109	118	119	146	143	89	135	197	95
ydeE	U00096.3	1621332	1622519	+	1188	8	13	10	25	17	8	18	16	19	39	19	15	18	30	8
mgtS	U00096.3	1622646	1622741	+	96	371	439	296	239	619	101	352	256	203	1240	527	123	280	975	141
mgrR	U00096.3	1622817	1622914	-	98	3	10	7	9	4	6	9	7	12	6	4	5	4	9	3
dgcZ	U00096.3	1622960	1623850	-	891	29	26	13	42	30	29	54	31	73	43	24	22	31	46	39
ydeI	U00096.3	1624105	1624497	-	393	2	2	1	7	0	2	1	1	3	2	3	5	1	2	3
ydeJ	U00096.3	1624773	1625291	+	519	0	3	1	12	2	1	3	2	5	4	5	6	4	2	2
dcp	U00096.3	1625335	1627380	-	2046	95	116	94	76	92	65	83	104	94	90	136	78	107	147	71
ydfG	U00096.3	1627517	1628263	+	747	46	50	37	37	43	38	32	40	42	45	62	28	68	102	42
ydfH	U00096.3	1628352	1629038	+	687	28	15	13	22	15	23	22	21	34	38	35	17	26	58	16
ydfZ	U00096.3	1629215	1629418	+	204	7	0	4	8	4	3	18	9	13	16	19	7	9	9	7
ydfI	U00096.3	1629453	1630913	-	1461	3	1	5	27	5	3	10	8	12	9	7	7	7	9	12
ydfJ	U00096.3	1631002	1632285	-	1284	2	4	1	17	1	4	6	4	8	4	4	8	1	2	4
ynfT	U00096.3	1632890	1633003	+	114	1	4	4	7	6	6	12	7	12	5	4	4	1	7	5
ydfK	U00096.3	1633072	1633305	+	234	5	3	2	12	5	1	8	10	8	3	2	2	5	14	2
pinQ	U00096.3	1633622	1634212	+	591	5	3	1	18	6	4	7	11	7	15	4	16	6	4	2
tfaQ	U00096.3	1634310	1634885	-	576	1	0	7	7	5	2	6	4	4	3	4	4	3	3	0
ydfN	U00096.3	1634885	1635847	-	963	1	2	4	16	4	5	2	3	7	5	5	10	8	5	8
nohA	U00096.3	1635798	1636367	-	570	0	0	0	7	2	2	3	2	3	3	1	5	0	5	3
ynfO	U00096.3	1636756	1636989	+	234	0	1	1	4	0	1	2	1	1	0	0	2	1	1	1
ydfO	U00096.3	1637047	1637457	+	411	3	2	2	11	5	11	8	4	9	5	5	8	6	7	4
gnsB	U00096.3	1637609	1637782	-	174	94	100	94	176	99	93	138	186	175	99	112	101	152	168	78
ynfN	U00096.3	1637954	1638109	-	156	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0
ynfR	U00096.3	1638188	1638253	-	66	0	0	0	5	0	0	0	1	2	1	1	0	0	0	0
ynfQ	U00096.3	1638256	1638444	-	189	10	6	0	19	6	13	10	12	16	9	1	2	5	6	2
cspI	U00096.3	1638455	1638667	-	213	16	7	2	18	6	16	10	17	14	15	2	3	11	4	4
rzpQ	U00096.3	1639030	1639527	-	498	0	1	2	14	0	2	1	1	5	2	2	4	3	2	5
rzoQ	U00096.3	1639080	1639334	-	255	0	1	1	8	0	0	1	1	2	1	1	3	2	0	3
rrrQ	U00096.3	1639524	1640057	-	534	0	2	3	6	4	2	1	2	5	3	2	9	3	5	6
ydfR	U00096.3	1640054	1640365	-	312	1	4	0	5	2	2	3	1	4	6	1	3	4	7	1
essQ	U00096.3	1640370	1640585	-	216	1	0	0	6	2	3	2	2	3	1	1	2	1	0	2
cspB	U00096.3	1641339	1641554	-	216	62	35	21	99	60	41	105	123	108	147	39	25	64	104	44
cspF	U00096.3	1641855	1642067	+	213	2	5	2	9	3	8	9	10	6	12	6	4	16	22	14
ynfS	U00096.3	1642122	1642211	+	90	7	6	3	11	6	7	8	9	14	8	10	3	13	7	19
ydfT	U00096.3	1642489	1643241	-	753	18	12	5	25	18	6	26	24	25	20	14	16	23	30	14
ydfU	U00096.3	1643255	1644304	-	1050	6	1	9	6	6	3	4	7	6	4	4	6	5	8	8
rem	U00096.3	1644651	1644902	-	252	2	3	5	4	3	3	3	1	4	5	3	1	2	4	10
hokD	U00096.3	1645119	1645274	-	156	16	15	12	13	14	8	8	6	12	15	25	4	12	15	8
relE	U00096.3	1645346	1645633	-	288	23	24	19	12	17	16	22	27	26	33	36	20	27	38	26
relB	U00096.3	1645633	1645872	-	240	18	13	14	19	12	12	15	28	19	23	19	13	16	15	13
ydfV	U00096.3	1645897	1646202	+	306	6	2	5	10	6	6	17	5	13	9	15	4	13	15	10
flxA	U00096.3	1646405	1646737	+	333	9	10	18	14	11	2	7	9	15	21	6	3	11	16	0
ydfW	U00096.3	1647174	1647323	-	150	0	1	0	7	2	0	0	0	2	0	0	2	1	1	2
ydfX	U00096.3	1647346	1647636	-	291	0	1	1	5	1	0	0	1	2	1	1	3	0	0	3
dicC	U00096.3	1647620	1647850	-	231	4	1	1	2	0	0	0	2	2	1	0	4	0	2	0
dicA	U00096.3	1647934	1648341	+	408	16	20	13	22	12	16	15	25	28	39	32	10	43	49	20
ydfA	U00096.3	1648508	1648663	+	156	2	1	1	3	0	1	1	0	5	3	0	0	2	1	3
ydfB	U00096.3	1648665	1648793	+	129	3	1	1	1	2	3	4	1	6	4	2	2	1	1	3
ydfC	U00096.3	1648823	1649041	+	219	3	1	1	2	2	4	3	1	3	3	2	2	2	2	3
dicF	U00096.3	1649382	1649434	+	53	1	1	0	0	0	1	0	4	0	0	0	1	0	4	3
dicB	U00096.3	1649609	1649797	+	189	2	0	1	3	2	0	2	0	2	3	0	1	2	3	2
ydfD	U00096.3	1649794	1649985	+	192	2	1	1	1	0	0	1	0	0	2	0	3	0	2	2
ynfP	U00096.3	1652728	1652838	-	111	0	1	1	5	1	0	0	0	3	0	1	0	0	0	0
rspB	U00096.3	1652896	1653915	-	1020	1	2	2	15	6	4	6	12	8	3	3	7	3	7	7
rspA	U00096.3	1653927	1655141	-	1215	5	3	6	18	5	3	15	9	8	1	6	7	10	6	8
ynfA	U00096.3	1655347	1655673	-	327	5	4	5	5	4	1	9	5	1	6	5	3	6	4	5
ynfB	U00096.3	1655808	1656149	+	342	24	33	18	30	39	16	19	42	34	49	38	21	35	54	31
speG	U00096.3	1656184	1656744	+	561	17	24	24	12	31	20	24	26	31	36	19	14	35	42	20
ynfC	U00096.3	1656747	1657457	-	711	6	10	9	14	11	15	10	21	9	13	16	7	12	22	13
ynfD	U00096.3	1657565	1657870	+	306	13	15	14	20	9	8	11	13	12	22	18	11	14	27	10
ynfE	U00096.3	1658069	1660495	+	2427	77	27	28	46	65	96	119	90	98	91	172	43	149	136	71
ynfF	U00096.3	1660556	1662979	+	2424	60	27	13	50	72	59	109	83	104	89	160	35	97	98	57
ynfG	U00096.3	1662990	1663607	+	618	13	7	2	14	17	12	27	17	23	26	33	12	21	17	14
ynfH	U00096.3	1663609	1664463	+	855	70	37	27	40	60	52	82	69	88	123	106	41	70	135	60
dmsD	U00096.3	1664506	1665120	+	615	27	32	15	23	33	23	28	42	37	45	47	16	31	69	24
clcB	U00096.3	1665315	1666571	+	1257	8	10	13	23	12	15	30	20	18	29	27	11	37	19	24
ynfK	U00096.3	1666524	1667219	-	696	77	100	63	68	98	98	256	142	299	170	131	68	227	209	185
mlc	U00096.3	1667344	1668564	-	1221	40	26	23	40	35	24	39	38	33	39	54	31	48	101	29
ynfL	U00096.3	1668699	1669592	-	894	3	5	2	15	2	2	2	3	6	9	3	11	5	4	4
ynfM	U00096.3	1669699	1670952	+	1254	11	10	15	28	11	8	10	11	14	7	7	9	7	13	13
asr	U00096.3	1671376	1671684	+	309	7	6	5	10	2	5	34	5	19	12	6	9	4	16	20
ydgU	U00096.3	1671777	1671860	+	84	1	2	0	5	2	1	1	1	1	1	0	2	3	3	2
ydgD	U00096.3	1671960	1672781	+	822	27	19	17	20	25	12	28	18	24	23	27	20	18	33	14
mdtI	U00096.3	1672820	1673149	-	330	2	6	0	6	2	3	2	2	4	5	3	7	2	3	3
mdtJ	U00096.3	1673136	1673501	-	366	9	3	0	9	7	5	12	4	17	8	8	4	10	13	12
tqsA	U00096.3	1673913	1674947	+	1035	1	2	4	6	4	7	8	8	10	4	8	11	6	8	5
pntB	U00096.3	1674972	1676360	-	1389	78	85	74	95	113	66	105	87	82	121	174	86	109	185	48
pntA	U00096.3	1676371	1677903	-	1533	166	191	162	132	197	110	165	156	174	237	294	123	198	420	131
ydgH	U00096.3	1678427	1679371	+	945	51	63	50	39	68	54	61	75	57	79	124	37	111	132	51
ydgI	U00096.3	1679557	1680939	+	1383	4	7	5	24	8	8	8	13	26	18	8	22	24	19	16
folM	U00096.3	1680976	1681698	+	723	10	22	9	8	16	14	17	11	22	17	23	17	22	17	21
ydgC	U00096.3	1681695	1682030	-	336	8	6	6	10	13	4	10	6	13	9	12	9	18	12	5
rstA	U00096.3	1682159	1682878	+	720	50	66	25	30	69	18	55	34	60	109	94	27	65	137	50
rstB	U00096.3	1682882	1684183	+	1302	34	37	25	23	37	17	31	27	46	73	76	36	60	80	31
tus	U00096.3	1684259	1685188	+	930	78	37	30	41	66	33	48	57	82	77	84	66	66	122	48
fumC	U00096.3	1685185	1686588	-	1404	470	411	312	343	526	243	342	388	411	438	572	324	328	689	227
fumA	U00096.3	1686731	1688377	-	1647	481	525	342	329	502	160	243	342	201	370	536	259	319	872	195
manA	U00096.3	1688576	1689751	+	1176	29	64	32	34	48	29	62	46	50	60	79	40	59	93	37
